Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Direction,FloorCount,WalkScore,SchoolNearby,HospitalNearby,PublicTransport,PropertyCondition,HeatingType,GarageType,RenovatedYear
Collingwood,6,h,,PI,Marshall,18/6/2016,23.6,3182,2.0,3.0,1.0,2477.0,,1982.0,Port Phillip,-37.9279,144.8133,Northern Metropolitan,796,SW,1.0,99.0,No,Yes,No,Excellent,Solar,,2013.0
Malvern,6,h,508360.0,VB,Barry,7/5/2017,29.7,3053,4.0,4.0,0.0,2222.5,141.3,,Moonee Valley,-37.8823,145.05,Western Metropolitan,1630,E,,,No,,No,Average,,None,
Fitzroy,5,t,2706166.0,SP,Biggin,7/5/2017,33.2,3110,2.0,2.0,1.0,1729.4,119.9,1883.0,Boroondara,-37.6871,145.1977,Southern Metropolitan,19868,NW,4.0,,Yes,Yes,Yes,,,Double,
Brunswick,2,u,2643946.0,PI,Marshall,18/6/2016,11.0,3090,3.0,2.0,2.0,,,1984.0,Darebin,-37.8538,145.08,Western Metropolitan,9408,,3.0,,No,Yes,No,Poor,Electric,Carport,2015.0
Essendon,2,h,878177.0,SP,Biggin,1/9/2018,7.6,3088,6.0,4.0,5.0,2250.5,95.5,1993.0,Port Phillip,-37.8864,144.7869,South-Eastern Metropolitan,24481,,3.0,,Yes,Yes,Yes,,Gas,,
Preston,5,u,610306.0,S,Marshall,1/9/2018,18.0,3063,4.0,1.0,1.0,,,,,-37.6833,145.0168,Eastern Metropolitan,20867,S,1.0,92.0,,Yes,Yes,Excellent,,,1991.0
Richmond,1,h,1754558.0,SA,Nelson,1/9/2018,25.2,3118,4.0,4.0,1.0,641.3,66.6,1986.0,Port Phillip,-37.7354,144.7047,Western Metropolitan,13423,N,,,Yes,No,No,,Gas,Double,
Coburg,5,t,2974274.0,S,Biggin,4/2/2017,9.5,3091,,3.0,5.0,2081.3,,,Boroondara,-37.6279,144.9349,Eastern Metropolitan,11876,W,4.0,30.0,No,No,,,,Double,
Malvern,5,t,1708857.0,SA,Biggin,7/5/2017,2.1,3149,6.0,3.0,,2558.8,131.1,1894.0,Boroondara,-37.8223,144.9667,Southern Metropolitan,23404,SE,1.0,49.0,No,No,No,Average,,,
South Yarra,2,u,1844502.0,PI,hockingstuart,18/6/2016,13.3,3152,3.0,3.0,,1257.3,425.7,1987.0,Port Phillip,-37.8181,145.1862,South-Eastern Metropolitan,29218,NE,1.0,48.0,,No,No,Excellent,Gas,Single,
Camberwell,2,t,,SP,Biggin,1/9/2018,34.0,3080,6.0,1.0,4.0,2940.7,,1938.0,Yarra,-37.8898,145.0686,Eastern Metropolitan,16527,SW,4.0,94.0,Yes,No,Yes,Excellent,Solar,Single,
Reservoir,5,h,2038243.0,SP,Barry,1/9/2018,24.9,3058,2.0,2.0,,,346.2,1894.0,Darebin,-37.6891,145.053,Northern Metropolitan,9999,W,1.0,65.0,Yes,No,No,,,None,2021.0
Moonee Ponds,5,t,768490.0,PI,Marshall,18/6/2016,15.2,3184,5.0,2.0,,,472.9,,Port Phillip,-37.6664,144.9662,Southern Metropolitan,4926,W,2.0,52.0,Yes,Yes,Yes,Excellent,None,Single,
Collingwood,5,u,2054933.0,VB,Nelson,7/5/2017,8.4,3181,3.0,3.0,2.0,1166.6,572.0,1973.0,Yarra,-37.8946,,South-Eastern Metropolitan,21215,NW,4.0,,No,No,,Average,,Carport,2012.0
Richmond,2,u,2323946.0,S,Barry,18/6/2016,13.8,3043,5.0,1.0,3.0,2794.4,431.2,1964.0,Moreland,-37.8484,145.196,Northern Metropolitan,9553,SE,1.0,73.0,,No,Yes,Excellent,None,Double,
Northcote,5,u,2900760.0,S,Barry,4/2/2017,7.6,3179,6.0,3.0,2.0,891.9,,,Moonee Valley,-37.8883,144.7106,Northern Metropolitan,24702,E,3.0,,Yes,,No,Average,Solar,None,
Hawthorn,5,h,2810244.0,SP,Barry,4/2/2017,5.5,3075,1.0,2.0,,1438.8,,1902.0,Port Phillip,-37.6509,144.8516,South-Eastern Metropolitan,15120,SE,3.0,60.0,Yes,No,No,,None,Single,
Brunswick,4,h,284924.0,SP,Barry,18/6/2016,31.9,3143,6.0,4.0,,602.3,,1894.0,Yarra,-37.8664,144.7669,Western Metropolitan,15589,NE,4.0,67.0,No,,No,Excellent,Solar,None,
Moonee Ponds,1,h,1511368.0,SP,Nelson,7/5/2017,34.9,3100,2.0,3.0,,1587.7,160.6,1992.0,Port Phillip,-37.8891,144.8575,South-Eastern Metropolitan,16299,E,4.0,,,Yes,Yes,Good,,Double,
Coburg,3,h,1732526.0,PI,hockingstuart,1/9/2018,7.4,3124,5.0,3.0,3.0,2579.3,,,Port Phillip,-37.9221,144.9318,South-Eastern Metropolitan,16108,SW,4.0,51.0,No,No,Yes,Poor,Gas,Single,1997.0
Richmond,1,h,2153124.0,VB,Biggin,4/2/2017,3.8,3015,1.0,3.0,5.0,,,,Port Phillip,-37.6175,144.871,South-Eastern Metropolitan,21695,NW,,83.0,,No,No,Good,Gas,Double,2003.0
Moonee Ponds,4,t,2310583.0,S,Barry,4/2/2017,12.9,3208,2.0,2.0,5.0,2441.8,,,Boroondara,-37.9004,145.1814,Eastern Metropolitan,22060,SE,,83.0,Yes,Yes,,Good,,,
Richmond,3,h,2920380.0,SA,Biggin,7/5/2017,,3054,5.0,1.0,,2738.4,,1960.0,Moreland,-37.9381,145.0403,Western Metropolitan,19368,W,,35.0,No,Yes,Yes,Excellent,,,1996.0
South Yarra,5,h,720192.0,PI,Biggin,4/2/2017,8.8,3188,,4.0,1.0,265.2,522.0,,Darebin,-37.9243,145.064,Southern Metropolitan,9789,SE,4.0,91.0,No,,No,Poor,,,2016.0
Brunswick,4,t,1837542.0,S,Barry,4/2/2017,11.9,3094,6.0,4.0,1.0,,,1865.0,Darebin,-37.8033,145.0711,Northern Metropolitan,23023,N,,,,Yes,Yes,Good,Electric,,1997.0
Coburg,5,h,2787572.0,VB,hockingstuart,7/5/2017,8.6,3078,5.0,,,803.3,456.6,,Port Phillip,-37.7113,145.1496,Eastern Metropolitan,23146,SW,,,Yes,,Yes,Good,Electric,Carport,1993.0
Northcote,2,u,912132.0,PI,Biggin,18/6/2016,27.6,3076,5.0,3.0,5.0,567.2,,,Yarra,-37.7907,145.084,Western Metropolitan,17454,N,1.0,96.0,Yes,Yes,No,Average,,None,
Fitzroy,6,h,,S,Marshall,1/9/2018,25.5,3039,4.0,2.0,3.0,1823.3,599.1,,Port Phillip,-37.7678,144.7081,South-Eastern Metropolitan,18198,S,2.0,91.0,Yes,Yes,No,,None,None,1999.0
Preston,4,h,404536.0,PI,Biggin,1/9/2018,23.0,3218,5.0,4.0,3.0,2131.5,,1995.0,Boroondara,,144.8307,Eastern Metropolitan,9639,S,4.0,,No,No,No,,Gas,,
Northcote,2,u,825425.0,S,Barry,4/2/2017,14.8,3020,6.0,3.0,1.0,1214.5,,,Boroondara,-37.6464,145.1946,Eastern Metropolitan,8471,NE,2.0,93.0,Yes,Yes,Yes,Good,None,,
Fitzroy,4,u,673448.0,S,Nelson,1/9/2018,32.0,3065,4.0,1.0,4.0,165.6,,,Port Phillip,-37.8136,145.0261,Northern Metropolitan,22336,SE,3.0,76.0,No,No,Yes,Average,,Carport,2012.0
Hawthorn,4,u,,VB,Biggin,18/6/2016,34.0,3135,,3.0,4.0,,,1891.0,Darebin,-37.8883,144.7341,Southern Metropolitan,12845,N,3.0,89.0,No,No,No,,None,Single,
Camberwell,2,u,2290104.0,SA,hockingstuart,4/2/2017,7.7,3198,1.0,4.0,5.0,,,1912.0,Boroondara,-37.6503,144.9333,Western Metropolitan,5095,W,2.0,44.0,No,No,Yes,Good,,None,1990.0
St Kilda,3,h,,VB,Marshall,1/9/2018,9.4,3009,2.0,4.0,1.0,,,1972.0,,-37.7206,145.1904,Western Metropolitan,9422,N,4.0,34.0,Yes,Yes,Yes,Poor,Electric,Single,
St Kilda,1,u,2267528.0,S,Marshall,3/12/2016,19.3,3184,4.0,1.0,,1515.7,,1922.0,Yarra,-37.5651,145.1964,Western Metropolitan,11535,NE,,98.0,Yes,,Yes,Average,None,,
St Kilda,5,u,1928332.0,PI,Nelson,3/12/2016,5.0,3131,3.0,2.0,2.0,132.0,,1973.0,Yarra,-37.5866,144.9162,South-Eastern Metropolitan,21461,S,1.0,31.0,No,Yes,No,Poor,Gas,Double,
Collingwood,4,t,1252021.0,VB,Nelson,3/12/2016,,3042,4.0,1.0,3.0,,343.7,1936.0,Boroondara,-37.7245,145.1465,South-Eastern Metropolitan,6088,SW,,,No,Yes,Yes,,Electric,,
Malvern,5,u,2348053.0,SA,Biggin,3/12/2016,21.2,3104,3.0,1.0,5.0,1591.5,,2020.0,Darebin,-37.922,144.996,Eastern Metropolitan,17209,NW,1.0,83.0,Yes,No,No,Poor,Solar,Double,
Essendon,6,u,2435132.0,S,Barry,3/12/2016,19.2,3062,1.0,4.0,,1575.8,286.5,1881.0,Port Phillip,-37.9376,144.9547,Southern Metropolitan,24114,SW,3.0,,Yes,Yes,Yes,Average,Solar,,
Reservoir,2,t,1668314.0,VB,hockingstuart,4/2/2017,12.9,3170,3.0,4.0,,664.1,494.7,,Moonee Valley,-37.615,144.906,Northern Metropolitan,24231,S,,49.0,No,No,Yes,Poor,Solar,,
Reservoir,5,t,1039313.0,VB,Marshall,7/5/2017,19.9,3194,,2.0,,2341.4,,1890.0,Moonee Valley,-37.6708,145.1461,Northern Metropolitan,22831,NW,1.0,49.0,Yes,Yes,Yes,Good,None,,
Malvern,2,h,542007.0,VB,Nelson,7/5/2017,33.6,3081,,4.0,,931.6,,,Port Phillip,,145.0106,Southern Metropolitan,29402,,2.0,58.0,Yes,,,Average,,None,
St Kilda,5,t,2745990.0,VB,hockingstuart,4/2/2017,8.8,3050,,1.0,,,,1862.0,Moonee Valley,-37.6744,144.8669,Western Metropolitan,12621,NW,2.0,64.0,No,No,No,Good,None,None,1996.0
Preston,1,h,2863108.0,PI,Barry,4/2/2017,23.6,3055,3.0,,2.0,851.0,,1892.0,Moreland,-37.7341,144.946,Southern Metropolitan,20119,S,3.0,61.0,Yes,No,No,Excellent,None,,
Coburg,1,t,,SA,Marshall,18/6/2016,,3170,3.0,2.0,5.0,,407.1,2013.0,Boroondara,-37.7187,144.922,Northern Metropolitan,10075,SE,1.0,46.0,No,Yes,,,None,None,1991.0
Brunswick,1,t,2834215.0,SA,Marshall,7/5/2017,4.2,3151,1.0,4.0,3.0,662.2,,,Moonee Valley,-37.8596,144.9256,South-Eastern Metropolitan,11973,W,,,Yes,Yes,No,Poor,None,Double,1992.0
Coburg,1,h,,S,Barry,3/12/2016,20.2,3033,1.0,4.0,3.0,,,1889.0,Boroondara,-37.7678,144.8558,Southern Metropolitan,20957,SE,1.0,37.0,,Yes,Yes,Excellent,Electric,None,2000.0
Brunswick,1,t,1619971.0,SP,Marshall,4/2/2017,5.5,3058,2.0,1.0,1.0,,,1884.0,Darebin,-37.9456,145.0165,Eastern Metropolitan,16743,NE,1.0,50.0,No,Yes,Yes,Poor,Electric,None,
Coburg,1,h,846860.0,PI,Barry,3/12/2016,2.7,3129,1.0,1.0,1.0,,462.0,1887.0,Darebin,-37.6825,144.7261,South-Eastern Metropolitan,9246,SE,1.0,52.0,Yes,No,Yes,Average,None,Double,
Essendon,2,t,1862119.0,S,Marshall,7/5/2017,7.7,3129,5.0,4.0,,133.1,301.0,,Port Phillip,-37.8171,145.1431,Eastern Metropolitan,27546,,3.0,80.0,Yes,No,No,,,Single,2009.0
Collingwood,4,u,637773.0,S,Biggin,1/9/2018,20.6,3137,2.0,3.0,,1439.8,464.2,,Darebin,-37.6875,144.9077,Eastern Metropolitan,11896,S,2.0,35.0,,No,Yes,Excellent,Gas,Single,1991.0
Collingwood,5,t,,VB,Barry,1/9/2018,25.2,3150,2.0,1.0,2.0,,308.1,1885.0,,-37.5794,145.1004,Southern Metropolitan,15565,S,3.0,81.0,No,No,No,Good,Electric,Single,
St Kilda,1,h,272499.0,SP,hockingstuart,4/2/2017,8.7,3142,2.0,1.0,,,,1979.0,Darebin,-37.7133,145.0647,Eastern Metropolitan,25278,NW,2.0,,Yes,No,No,Poor,Solar,,
Hawthorn,2,t,876840.0,SP,Biggin,18/6/2016,24.1,3117,5.0,1.0,3.0,1254.2,,,Boroondara,-37.8188,144.9359,Western Metropolitan,21669,W,1.0,,No,Yes,,,,Carport,
Fitzroy,2,h,694844.0,PI,hockingstuart,3/12/2016,8.0,3203,2.0,,,,,1960.0,Yarra,-37.8671,144.7994,Southern Metropolitan,21763,S,3.0,62.0,No,,Yes,Poor,Electric,,
Hawthorn,2,h,1884224.0,SP,Marshall,4/2/2017,22.2,3127,2.0,4.0,3.0,,,,Yarra,-37.8493,144.9811,Northern Metropolitan,2087,SE,4.0,,Yes,Yes,Yes,Poor,Electric,,2010.0
Moonee Ponds,4,u,1696395.0,S,hockingstuart,18/6/2016,,3016,3.0,4.0,1.0,1609.8,,1874.0,,-37.5551,,Western Metropolitan,952,W,2.0,,,No,Yes,Good,None,,
Collingwood,5,u,2833677.0,SP,Biggin,3/12/2016,23.6,3081,6.0,4.0,3.0,2372.8,,,Yarra,-37.7039,144.7929,South-Eastern Metropolitan,14394,S,2.0,92.0,No,Yes,No,Average,,,
Collingwood,4,h,1121905.0,SP,Barry,7/5/2017,34.8,3013,3.0,1.0,,,,,Moonee Valley,-37.7738,144.828,Southern Metropolitan,3574,W,2.0,,No,,Yes,Average,,None,1993.0
Northcote,3,t,393704.0,SA,Nelson,1/9/2018,,3080,1.0,,,2769.3,,1867.0,Yarra,-37.8576,145.1965,Northern Metropolitan,1612,S,1.0,84.0,Yes,No,No,Excellent,Gas,Double,2006.0
Northcote,2,h,1390449.0,S,hockingstuart,18/6/2016,2.1,3206,1.0,4.0,4.0,681.4,405.0,1944.0,Moreland,-37.6408,145.1463,Northern Metropolitan,16765,NE,,62.0,Yes,,No,Good,None,Single,2020.0
Fitzroy,3,h,315756.0,SP,Nelson,3/12/2016,31.2,3203,4.0,4.0,4.0,2490.6,125.7,1987.0,Darebin,-37.795,144.9748,Southern Metropolitan,1574,E,2.0,67.0,Yes,No,No,Average,None,Single,
South Yarra,6,t,2787362.0,SP,hockingstuart,4/2/2017,4.2,3122,6.0,2.0,3.0,,,1990.0,Yarra,-37.8295,145.0474,Western Metropolitan,4024,E,1.0,31.0,Yes,,Yes,Average,Gas,Single,
Moonee Ponds,1,t,,VB,hockingstuart,3/12/2016,33.5,3015,5.0,2.0,2.0,1208.7,,1996.0,Yarra,-37.8611,144.9215,Northern Metropolitan,21651,SE,3.0,39.0,Yes,No,Yes,Poor,Gas,Carport,2020.0
Hawthorn,1,t,1420473.0,SP,Barry,4/2/2017,11.3,3031,3.0,1.0,3.0,,,1873.0,Port Phillip,-37.8757,144.902,Southern Metropolitan,9171,N,4.0,,,Yes,Yes,Poor,,Single,2022.0
Preston,4,t,770082.0,SP,Marshall,1/9/2018,14.6,3022,1.0,4.0,2.0,2858.5,518.9,1950.0,Moreland,-37.8406,144.9216,Southern Metropolitan,28280,E,,44.0,Yes,Yes,Yes,,Electric,Carport,1998.0
Northcote,5,h,2646640.0,SA,Biggin,1/9/2018,5.0,3101,5.0,1.0,0.0,,453.1,,Port Phillip,-37.6991,144.9072,Eastern Metropolitan,3818,SE,1.0,90.0,Yes,No,No,Excellent,,None,
Preston,3,h,,S,Biggin,3/12/2016,5.7,3161,2.0,1.0,1.0,1173.0,,,Moreland,-37.8541,,Southern Metropolitan,3433,W,2.0,,No,No,No,,Solar,Carport,2019.0
Richmond,5,u,2430943.0,PI,Biggin,3/12/2016,26.0,3097,5.0,1.0,,2385.9,,,,-37.9258,144.8652,Northern Metropolitan,24734,W,1.0,67.0,No,Yes,Yes,,Gas,None,
Northcote,4,h,1978235.0,S,Marshall,4/2/2017,33.2,3143,3.0,1.0,3.0,948.2,,,Moonee Valley,-37.8064,144.7854,Eastern Metropolitan,4294,NW,,58.0,Yes,No,Yes,Excellent,,,
Essendon,1,t,2175464.0,VB,Nelson,4/2/2017,22.2,3161,6.0,1.0,0.0,,,1887.0,,-37.7161,,Northern Metropolitan,19327,E,3.0,,No,No,Yes,Poor,None,,
South Yarra,5,u,2166796.0,S,Biggin,18/6/2016,25.6,3103,4.0,1.0,3.0,1654.7,415.0,1958.0,,-37.9259,144.7156,Western Metropolitan,21138,NW,,52.0,,No,No,Excellent,Electric,Carport,
Moonee Ponds,5,t,1536188.0,SP,Nelson,18/6/2016,27.1,3125,3.0,2.0,,1720.3,,2018.0,Port Phillip,-37.7689,145.0594,Western Metropolitan,19396,W,4.0,54.0,Yes,Yes,Yes,Good,,Single,2005.0
Camberwell,1,h,683797.0,VB,Marshall,18/6/2016,10.7,3198,6.0,,,,500.0,,Darebin,-37.9291,144.8316,Northern Metropolitan,9865,NE,,,Yes,Yes,No,Good,Electric,None,1995.0
Fitzroy,3,u,1050607.0,S,Marshall,3/12/2016,3.5,3160,1.0,2.0,1.0,1398.2,,1976.0,Boroondara,-37.6427,144.7951,South-Eastern Metropolitan,23598,W,,,Yes,No,No,Poor,None,,
Richmond,1,t,2337784.0,VB,Barry,18/6/2016,2.1,3067,1.0,,,,245.5,,Darebin,-37.6012,144.8895,South-Eastern Metropolitan,11753,NW,1.0,49.0,Yes,Yes,Yes,Average,,,
Camberwell,5,u,2484415.0,PI,Biggin,3/12/2016,13.6,3170,5.0,3.0,1.0,968.4,,1993.0,Yarra,-37.5645,144.7587,South-Eastern Metropolitan,16167,NE,1.0,58.0,Yes,Yes,Yes,Good,Electric,Carport,
Moonee Ponds,3,u,2692730.0,S,Barry,1/9/2018,10.0,3063,3.0,3.0,,1747.3,,1966.0,Yarra,,144.8922,Northern Metropolitan,21538,NE,1.0,37.0,Yes,Yes,Yes,Good,Electric,,
Hawthorn,3,h,2034094.0,SP,Biggin,7/5/2017,4.1,3070,1.0,4.0,4.0,,392.4,,Moonee Valley,-37.6972,144.7512,Southern Metropolitan,14309,NE,3.0,91.0,Yes,No,Yes,Average,Gas,Carport,
St Kilda,1,t,,VB,Marshall,1/9/2018,7.9,3017,2.0,1.0,2.0,,232.1,1870.0,Moreland,-37.6724,144.9417,Eastern Metropolitan,18780,S,4.0,43.0,No,Yes,Yes,Poor,Solar,,
Essendon,5,u,2394797.0,SA,Marshall,3/12/2016,6.1,3195,2.0,,,,280.1,1960.0,Port Phillip,-37.6081,144.7881,Southern Metropolitan,24009,,1.0,67.0,Yes,Yes,Yes,Excellent,Electric,Single,2015.0
Moonee Ponds,4,u,489608.0,VB,hockingstuart,3/12/2016,32.2,3112,4.0,2.0,,687.2,352.5,,Port Phillip,-37.6272,144.765,Northern Metropolitan,16164,SW,,32.0,No,Yes,Yes,Excellent,,Single,2022.0
Essendon,5,t,797571.0,SA,hockingstuart,7/5/2017,6.6,3124,5.0,3.0,1.0,2440.2,510.0,,Port Phillip,-37.7746,144.9896,Southern Metropolitan,14797,SW,3.0,32.0,No,,Yes,Average,Electric,Double,2015.0
Malvern,2,u,599115.0,SP,Marshall,4/2/2017,19.7,3126,1.0,3.0,3.0,,,1966.0,Moonee Valley,-37.6896,145.0126,Western Metropolitan,7186,NW,2.0,,Yes,Yes,No,,Solar,Carport,2008.0
Essendon,6,u,352780.0,PI,Marshall,4/2/2017,21.6,3060,4.0,1.0,0.0,151.7,106.4,1979.0,Moreland,-37.8852,144.7028,Eastern Metropolitan,2794,W,1.0,,,Yes,,,,None,1990.0
Preston,4,u,,SA,Nelson,4/2/2017,19.9,3074,2.0,,5.0,,177.5,,Moreland,-37.672,144.8938,Northern Metropolitan,27822,S,4.0,,No,No,Yes,,Gas,None,2009.0
Malvern,3,t,1741422.0,PI,Nelson,18/6/2016,5.3,3106,4.0,1.0,,2250.3,54.9,,Moreland,-37.6577,144.739,Eastern Metropolitan,7902,NW,1.0,73.0,Yes,Yes,Yes,Poor,Gas,Carport,
Coburg,4,t,1067166.0,VB,Barry,4/2/2017,12.5,3147,4.0,3.0,,823.1,44.5,1965.0,Moreland,-37.6295,145.0693,South-Eastern Metropolitan,1855,N,2.0,73.0,No,Yes,No,,Electric,Carport,
Camberwell,3,t,1103159.0,SP,hockingstuart,18/6/2016,3.7,3138,1.0,4.0,5.0,1979.7,165.7,,Yarra,-37.6229,145.0408,South-Eastern Metropolitan,1694,S,2.0,72.0,No,No,No,Excellent,None,Single,
St Kilda,3,t,1145596.0,SA,hockingstuart,18/6/2016,,3206,1.0,4.0,,,487.6,1935.0,Boroondara,-37.774,144.7249,Western Metropolitan,1998,W,3.0,70.0,No,Yes,Yes,Poor,None,Single,2011.0
Malvern,4,h,2681129.0,VB,Marshall,4/2/2017,8.2,3173,1.0,3.0,2.0,1068.1,,1864.0,Port Phillip,-37.5886,145.1706,Northern Metropolitan,3389,NW,1.0,56.0,No,,Yes,Excellent,None,,2016.0
Hawthorn,3,u,833043.0,S,Marshall,4/2/2017,20.5,3191,,1.0,0.0,1451.0,259.4,,Boroondara,-37.5576,145.18,South-Eastern Metropolitan,26104,NE,4.0,,No,No,,Good,,None,
Richmond,3,t,1850720.0,VB,Barry,7/5/2017,24.9,3080,,1.0,,1241.1,355.4,1936.0,Darebin,-37.5588,144.8673,Eastern Metropolitan,1015,S,3.0,34.0,Yes,Yes,No,Poor,,Carport,
Moonee Ponds,2,u,2855327.0,PI,hockingstuart,7/5/2017,19.6,3203,4.0,1.0,2.0,2844.7,,2011.0,Darebin,-37.7157,144.7653,Eastern Metropolitan,21466,N,1.0,,No,,Yes,Excellent,Gas,,2009.0
Brunswick,5,u,2240242.0,SP,Nelson,18/6/2016,16.3,3105,5.0,2.0,,993.8,573.6,1926.0,Darebin,-37.7262,144.7572,Western Metropolitan,7298,N,4.0,92.0,No,No,Yes,,,Double,
Richmond,5,h,2092995.0,SP,Biggin,7/5/2017,14.8,3027,2.0,2.0,,590.8,,1891.0,Moonee Valley,-37.7671,145.1204,South-Eastern Metropolitan,25973,N,2.0,,Yes,,No,Excellent,Electric,Double,2007.0
Coburg,6,t,,VB,Barry,18/6/2016,29.8,3175,3.0,4.0,3.0,1128.5,,2010.0,Darebin,-37.8301,144.9296,Southern Metropolitan,22436,NW,4.0,39.0,No,Yes,No,Good,Solar,None,1993.0
Richmond,6,t,2219412.0,S,Biggin,3/12/2016,9.2,3162,2.0,1.0,3.0,2025.1,179.0,,Port Phillip,-37.8165,144.7048,South-Eastern Metropolitan,29483,S,3.0,92.0,Yes,Yes,Yes,Good,Gas,None,
Collingwood,2,u,840611.0,PI,Nelson,18/6/2016,26.2,3007,5.0,2.0,,2107.2,67.5,1961.0,Darebin,,145.1627,Western Metropolitan,2171,SE,1.0,38.0,Yes,No,No,Poor,Electric,,2012.0
Hawthorn,6,t,682206.0,VB,Nelson,18/6/2016,27.0,3090,4.0,4.0,5.0,2776.0,,,Darebin,,144.9964,South-Eastern Metropolitan,14771,SE,2.0,,No,No,No,Average,Electric,Single,1993.0
Brunswick,4,u,987902.0,VB,Biggin,7/5/2017,15.8,3149,4.0,3.0,1.0,2651.2,437.9,1938.0,Yarra,-37.7021,145.0452,Northern Metropolitan,19655,SE,3.0,57.0,Yes,No,,Excellent,,Single,1991.0
Malvern,1,u,1777553.0,SP,Barry,3/12/2016,11.8,3120,1.0,3.0,,900.5,,1925.0,Darebin,-37.5762,145.1118,Western Metropolitan,5899,N,3.0,40.0,No,No,No,,Solar,Single,2011.0
Malvern,1,h,678556.0,PI,Biggin,1/9/2018,17.5,3151,1.0,1.0,1.0,,518.2,1998.0,,-37.7951,145.1093,Southern Metropolitan,21742,SW,3.0,44.0,No,No,Yes,Excellent,Solar,Carport,
Malvern,1,h,1928083.0,S,Barry,1/9/2018,5.1,3065,4.0,3.0,0.0,,293.6,1939.0,Yarra,,144.7379,Eastern Metropolitan,3542,E,,,,,Yes,Good,Solar,,1999.0
Coburg,2,h,2682620.0,SP,Barry,1/9/2018,3.5,3094,4.0,3.0,0.0,2753.8,599.1,2005.0,,-37.8969,144.987,South-Eastern Metropolitan,16170,NW,3.0,64.0,No,No,Yes,Excellent,None,,2020.0
Preston,2,u,2100697.0,VB,Marshall,3/12/2016,5.7,3213,6.0,3.0,,,40.2,,Moonee Valley,-37.8299,145.0481,Eastern Metropolitan,1193,N,1.0,90.0,No,No,Yes,Poor,None,Single,
Camberwell,3,t,1932620.0,SP,hockingstuart,4/2/2017,8.2,3063,1.0,4.0,2.0,1361.1,101.3,,Yarra,-37.5939,144.7428,Western Metropolitan,6852,N,2.0,49.0,Yes,No,No,Good,None,Double,
Moonee Ponds,1,h,730350.0,SP,hockingstuart,3/12/2016,,3064,1.0,3.0,4.0,2703.5,,,,-37.7171,144.8112,Eastern Metropolitan,14136,S,,,Yes,Yes,No,Good,,Carport,2018.0
South Yarra,4,t,746232.0,SA,Nelson,7/5/2017,30.0,3124,,3.0,,1107.5,,,Boroondara,-37.769,144.8979,Northern Metropolitan,14785,SE,2.0,92.0,No,,Yes,,Electric,Carport,
Reservoir,6,h,1937023.0,SP,Marshall,18/6/2016,9.8,3013,4.0,4.0,,1467.5,,,Port Phillip,-37.7227,145.1433,Western Metropolitan,7361,SE,1.0,89.0,No,Yes,No,Good,Gas,Double,
Camberwell,4,h,1999182.0,SP,hockingstuart,18/6/2016,32.9,3024,4.0,2.0,,2718.3,69.6,1940.0,Port Phillip,-37.5929,145.1253,Western Metropolitan,13537,W,3.0,,No,Yes,No,Average,Gas,Carport,
Coburg,6,u,2878973.0,PI,Barry,7/5/2017,33.5,3099,5.0,4.0,,2416.6,,1900.0,Darebin,-37.8729,145.0911,South-Eastern Metropolitan,8158,S,,49.0,No,Yes,,Good,Gas,Carport,
Fitzroy,1,h,2296719.0,SP,Barry,7/5/2017,33.6,3104,2.0,2.0,,,,1982.0,Moreland,-37.5637,145.1951,Western Metropolitan,24879,S,2.0,,Yes,Yes,Yes,,Solar,None,1991.0
Hawthorn,1,h,,S,Biggin,18/6/2016,29.6,3130,3.0,4.0,5.0,1008.1,181.5,1867.0,Boroondara,-37.6835,144.8213,Northern Metropolitan,25234,E,4.0,93.0,No,No,No,Good,Solar,Double,2014.0
Moonee Ponds,1,u,2096780.0,VB,Biggin,4/2/2017,14.0,3132,3.0,1.0,,1091.2,511.1,1952.0,Boroondara,-37.6079,144.9339,South-Eastern Metropolitan,12295,W,1.0,43.0,No,No,No,,,Double,
Camberwell,2,t,1125817.0,PI,Barry,4/2/2017,4.4,3064,3.0,3.0,4.0,,572.6,,,-37.7398,144.9234,Northern Metropolitan,15296,,1.0,65.0,Yes,Yes,,Excellent,Electric,None,
St Kilda,6,h,2274611.0,SP,Barry,4/2/2017,20.8,3181,6.0,2.0,5.0,2996.9,,1923.0,Moreland,-37.8553,145.0395,Southern Metropolitan,24051,S,4.0,42.0,Yes,Yes,Yes,,None,Carport,1996.0
Coburg,2,u,500231.0,S,Biggin,7/5/2017,20.4,3018,1.0,4.0,4.0,,,,Boroondara,-37.723,145.1251,South-Eastern Metropolitan,6697,E,2.0,30.0,Yes,No,No,,Gas,Carport,
Collingwood,2,h,1311516.0,VB,hockingstuart,18/6/2016,30.0,3105,3.0,2.0,3.0,1478.8,,1947.0,Port Phillip,-37.9228,144.9458,Western Metropolitan,4988,S,,,Yes,No,No,Poor,Solar,None,2018.0
Reservoir,5,u,630171.0,PI,Nelson,18/6/2016,34.9,3053,5.0,2.0,,80.0,,,Moonee Valley,-37.6091,144.9458,Western Metropolitan,8935,E,3.0,64.0,Yes,,Yes,Poor,,,
